iter	RMSE
723	0.0005910516859
724	0.0005899869272
725	0.0005886290785
726	0.000587538832
727	0.0005856637155
728	0.0005843055691
729	0.0005831467197
730	0.0005818989598
731	0.0005808636767
732	0.0005798772305
733	0.0005788407361
734	0.0005776235565
735	0.0005763416693
736	0.000574258973
737	0.0005730957042
738	0.0005720783442
739	0.0005710109292
740	0.0005694998855
741	0.0005683890677
742	0.0005675135321
743	0.0005663722015
744	0.0005636965123
745	0.0005627456033
746	0.000561795403
747	0.000561145402
748	0.0005592133455
749	0.0005582589563
750	0.0005572589405
751	0.0005555595892
752	0.0005545440038
753	0.0005537083673
754	0.0005529123615
755	0.0005517530833
756	0.0005503077756
757	0.0005493104384
758	0.0005480535097
759	0.0005470649938
760	0.0005458921807
761	0.0005449165137
762	0.0005433530861
763	0.0005422189604
764	0.0005408784626
765	0.0005399220891
766	0.0005390546526
767	0.0005381505519
768	0.0005370846738
769	0.0005362037923
770	0.0005351852626
771	0.0005341454495
772	0.0005324014644
773	0.0005311126036
774	0.0005303714822
775	0.0005286612098
776	0.0005276839932
777	0.0005264382132
778	0.0005245470036
779	0.0005228793295
780	0.0005219705922
781	0.0005212287227
782	0.000519652983
783	0.0005189689649
784	0.0005167632885
785	0.0005155670394
786	0.0005146205715
787	0.000512353444
788	0.0005114264201
789	0.0005105925048
790	0.000509091865
791	0.0005082046456
792	0.0005072347321
793	0.0005064317303
794	0.0005056523564
795	0.000504759296
796	0.0005026573572
797	0.0005015256881
798	0.0005007416263
799	0.0004998834362
800	0.0004988755825
801	0.0004981379083
802	0.0004974530132
803	0.00049669521
804	0.0004958204319
805	0.0004949796442
806	0.0004938330866
807	0.0004930343329
808	0.0004921507484
809	0.0004900237691
810	0.0004891756091
811	0.0004882600645
812	0.000487145825
813	0.0004864554625
814	0.000485713541
815	0.0004848873295
816	0.0004840024655
817	0.0004819553368
818	0.0004812407805
819	0.0004805822005
820	0.0004797823084
821	0.0004788206288
822	0.0004780798503
823	0.000476680135
824	0.0004759128092
825	0.0004752313667
826	0.000474377167
827	0.0004724335971
828	0.0004711619147
829	0.0004703861711
830	0.0004696221886
831	0.0004689275873
832	0.0004677208888
833	0.0004666948923
834	0.0004654711792
835	0.0004638755283
836	0.0004620832262
837	0.0004614092152
838	0.0004607914063
839	0.0004599825775
840	0.0004589663013
841	0.000458138548
842	0.0004574073765
843	0.0004566376504
844	0.0004559786466
845	0.0004554550677
846	0.0004546254039
847	0.0004534529456
848	0.0004522797556
849	0.000451621854
850	0.0004507563991
851	0.000449826235
852	0.0004485725971
853	0.0004478548952
854	0.0004473243998
855	0.0004463108013
856	0.0004457267551
857	0.0004452236251
858	0.0004445160045
859	0.0004438823154
860	0.0004431449175
861	0.000441556712
862	0.0004410425857
863	0.0004399105876
864	0.000439192976
865	0.000438458543
866	0.000437365161
867	0.0004368979195
868	0.0004362906885
869	0.0004351083153
870	0.0004346307457
871	0.0004335215521
872	0.000432702099
873	0.000431890473
874	0.0004312417554
875	0.0004307038386
876	0.0004301904982
877	0.0004294427863
878	0.0004286859077
879	0.0004281629137
880	0.0004273563148
881	0.0004269079863
882	0.0004261269601
883	0.0004254256072
884	0.0004247082036
885	0.0004239650126
886	0.000423246043
887	0.0004228325925
888	0.0004216485435
889	0.0004200377886
890	0.0004193994408
891	0.0004188031438
892	0.0004177340862
893	0.0004169578707
894	0.0004154211758
895	0.0004146761319
896	0.0004137260425
897	0.0004131198334
898	0.0004125418913
899	0.0004120291962
900	0.0004115150728
901	0.0004105158238
902	0.0004101428189
903	0.0004095921128
904	0.0004087989303
905	0.0004083173177
906	0.0004075268207
907	0.0004065649431
908	0.0004059627484
909	0.0004051600364
910	0.0004043895983
911	0.0004034582128
912	0.0004025623273
913	0.0004016775479
914	0.0004008101919
915	0.0004004071738
916	0.000399782996
917	0.0003989245999
918	0.0003984674851
919	0.0003970860094
920	0.0003962606656
921	0.0003954663404
922	0.0003942260593
923	0.0003934631126
924	0.0003925733238
925	0.000391834121
926	0.0003912155592
927	0.0003901769534
928	0.0003897336189
929	0.0003889914515
930	0.0003886255005
931	0.0003879484408
932	0.000387318995
933	0.0003864909627
934	0.0003855241507
935	0.0003849054947
936	0.0003844466637
937	0.0003837471316
938	0.0003832903812
939	0.0003822299701
940	0.0003815753246
941	0.0003806927807
942	0.0003801138807
943	0.0003791433242
944	0.0003783180061
945	0.0003776711416
946	0.0003764892967
947	0.0003758687663
948	0.0003749369463
949	0.0003739737966
950	0.0003733674219
951	0.0003727414921
952	0.0003721631859
953	0.0003717781647
954	0.0003714094359
955	0.0003708277184
956	0.000370007254
957	0.0003694547263
958	0.0003687053653
959	0.0003680631836
960	0.0003677250851
961	0.0003669814807
962	0.0003663606406
963	0.0003656751827
964	0.0003651509129
965	0.0003646137887
966	0.0003638443328
967	0.0003633671965
968	0.0003622783373
969	0.0003617214765
970	0.000360937323
971	0.0003604201836
972	0.000360014578
973	0.0003594870615
974	0.0003589039636
975	0.0003585748627
976	0.0003579294348
977	0.0003573509808
978	0.0003564677114
979	0.0003561494091
980	0.000355636665
981	0.0003552111392
982	0.000354718851
983	0.0003542309296
984	0.0003538633637
985	0.0003534308876
986	0.0003527879737
987	0.0003524326027
988	0.0003519294329
989	0.0003515959482
990	0.0003512753679
991	0.0003506043604
992	0.0003498465038
993	0.0003493085522
994	0.0003488345929
995	0.0003483713434
996	0.0003480818197
997	0.0003474366147
998	0.0003469122763
999	0.0003463603141
